@relation timetagging

@attribute gloss string
@attribute class {past, present, future, neutral}



@data
'आधा लेटा हुआ ',neutral
'जिसका अवच्छेदन हुआ हो ',present
'जो प्रविष्ट न हुआ हो ',present
'भली-भाँति या पूरी तरह से निकला हुआ ',neutral
'वन में रहने वाला ',future
'जो न हो या न होने वाला ',present
'अड़ंगा अथवा अड़चन डालने वाला ',neutral
'अंदर घुसा, धँसा या पैठा हुआ ',neutral
'जलता हुआ ',neutral
'जो मथा हुआ हो ',present
'अमानत रखा हुआ ',neutral
'भूमि से संबंध न रखने वाला ',neutral
'अपने अपराध स्वीकार करने वाला ',neutral
'जिसने वस्त्र न पहना हो या खुला रहने वाला ',present
'न बढ़ने वाला ',neutral
'भागा हुआ ',neutral
'हल से न जोता जाने वाला ',future
'उतारा हुआ ',neutral
'जिसको बच्चा दिए दस दिन हुए हों (गाय) ',neutral
'जो तृप्त न हुआ हो ',present
'शाप दिया हुआ ',neutral
'जिसका समय निश्चित न हो ',present
'जो कूटता से भरा हुआ हो या बहुत ही कठिन हो ',present
'बैठा हुआ ',neutral
'दिया हुआ ',neutral
'निरर्थक विषय पर विचार करने वाला ',future
'अनेक बार उत्पन्न होने वाला ',neutral
'लगाया या मढ़ा हुआ ',neutral
'जो कटा हुआ न हो ',present
'नयी नयी बातें सोचकर निकालने वाला ',neutral
'किसी विषय को भली-भाँति जानने वाला ',neutral
'बिना चोट लगा ',neutral
'जिसका जन्म बाद में हुआ हो ',present
'जो प्राप्त न हुआ हो ',present
'जिसका ज्ञान नेत्रों से न हो सके या दिखाई न देने वाला ',present
'किसी के समान आचरण करने वाला ',future
'अपने ही विचारों में डूबा रहने वाला ',future
'गिना हुआ ',neutral
'ध्वनि करता हुआ ',neutral
'बदला न लेने वाला ',neutral
'औचित्य, सीमा आदि से बढ़ा हुआ ',neutral
'जिसे छापकर प्रचलित न किया गया हो या जो सर्व साधारण के सामने न आया हो ',present
'शिकायत भरा या शिकायत से युक्त ',neutral
'जिसका अवक्षेपण हुआ हो ',present
'निगला हुआ या गले के नीचे उतारा हुआ ',future
'मढ़ा हुआ ',neutral
'जो अंग से उत्पन्न हुआ हो ',present
'अमलतास के पीले फूल के समान रंग वाला ',future
'प्रमाण से सिद्ध न होने वाला ',neutral
'अच्छी तरह निश्चित किया हुआ ',neutral
'किसी का आश्रय या सहारा लेने वाला ',neutral
'आश्रय या सहारा देने वाला ',neutral
'रमण करने वाला या मजा उड़ाने वाला ',neutral
'जो वाद में निरुत्तर न हुआ हो,और इसीलिए हारा न हो ',present
'भोजन न काराया हुआ या जिसे भोजन न खिलाया गया हो ',present
'अनुराग या प्रेम उत्पन्न करने वाला ',neutral
'विकृत या टेढ़े मुख वाला ',neutral
'क्षमा न करने वाला ',neutral
'आठ अंगों वाला ',neutral
'केवल एक दिन से संबंध रखनेवाला या वर्तमान दिवस संबंधी ',neutral
'जो आतंक से घबराया हुआ हो ',present
'कुछ या थोड़े समय के लिए होने या किया जानेवाला ',future
'अड़कर चलने वाला या चलते-चलते रुक जाने वाला ',future
'आरक्षी या पुलिस विभाग से संबंध रखने वाला या पुलिस का ',neutral
'गूंथा या पिरोया हुआ ',neutral
'पहले कहा हुआ ',neutral
'अन्न के मेल से बना हुआ ',neutral
'निकला या फेंका हुआ ',neutral
'जला या जलाया हुआ ',neutral
'हवा को पीने वाला ',neutral
'साटन या अतलस का बना हुआ ',neutral
'किसी नियत अवधि में होने वाला ',future
'शीघ्र काम करने वाला ',neutral
'जिसमें अशुभ या बुरे लक्षण हों या बुरे लक्षण वाला ',neutral
'किसी भावना के प्रभाव से होशो-हवाश या विवेक खोया हुआ ',future
'विधिपूर्वक जल छिड़ककर अधिकार का भार दिया हुआ ',neutral
'प्रेम के भावों से भरा हुआ ',neutral
'जो दानी न हो या दान न देने वाला ',present
'जो पहले उत्पन्न हुआ हो ',present
'पढ़ाई में विशेष ध्यान देने वाला ',future
'बिना स्वाद लिया हुआ ',neutral
'जो गिरा हुआ न हो ',present
'जो परीक्षा में उत्तीर्ण न हुआ हो ',present
'सत्कार के लिए उठकर खड़ा होने वाला ',future
'संविधान या किसी संस्था के नियमों से संबंध रखने वाला ',future
'आलिंगन किया हुआ ',neutral
'अहित या अनिष्ट न करने वाला ',neutral
'संन्यास आश्रम में प्रवेश करने वाला ',future
'आठ धातुओं के मेल से बना हुआ ',neutral
'उपाय या तदबीर न करने वाला ',neutral
'अवनति की ओर जाने वाला ',future
'धूप में सुखाया हुआ ',future
'अभ्यास न करने वाला ',neutral
'लगाया या रोपा हुआ ',neutral
'जो कपट से भरा हुआ हो या जिसमें कपट हो ',present
'नोचा हुआ ',neutral
'विवाद न करने वाला ',neutral
'आत्मा को न जानने वाला ',neutral
'संसर्ग या छूत से न फैलने वाला या जिसका संक्रमण न होता हो (रोग) ',present
'अपवर्ग या मोक्ष देने अथवा उससे संबंध रखने वाला ',neutral
'बुरे कामों में खर्च करने वाला ',future
'चाटा हुआ ',neutral
'चूर्ण किया हुआ ',neutral
'चित्र में खींचा हुआ ',future
'बिना गढ़ा हुआ ',neutral
'अस्त्र या हथियार से मारा हुआ ',neutral
'जो झुका हुआ हो ',present
'सीमा का उल्लंघन या अतिक्रमण करने वाला ',neutral
'कार्य में उत्साह न दिखाने वाला ',future
'कोयल के समान बोलने वाला ',neutral
'पछतावे में पड़ा हुआ ',future
'यक्ष, देव आदि के द्वारा होने वाला (दुख या कष्ट) ',future
'जिसका या जिसके संबंध में शोध हुआ हो ',present
'पहले से जाना हुआ ',neutral
'तपस्या न करने वाला ',neutral
'सूर्योदय के समय उठकर नित्य कर्म करने वाला ',neutral
'छिदा, भेदा या बेधा हुआ ',neutral
'गिराया हुआ ',neutral
'अनुकूल बनाया हुआ ',neutral
'कुपात्र को दान देने वाला ',neutral
'जिस पर विचार न किया गया हो या बिना सोचा समझा ',present
'जो कटा हुआ हो ',present
'जंगल में होने या मिलने वाला ',future
'आत्मज्ञान द्वारा संतोष प्राप्त करने वाला ',neutral
'जो डूबा या अस्त न हुआ हो ',present
'भली-भाँति रक्षा करने वाला ',neutral
'जो पंचभूत का न बना हो ',present
'अर्थ विभाग से संबंध रखने वाला ',neutral
'जो व्यतीत न हुआ हो ',present
'किसी अधिकारी के द्वारा या अधिकारपूर्वक कहा या किया हुआ ',future
'लौटाया या लौटा, पलटाया या पलटा या बदला हुआ ',neutral
'जिसका कार्य पूरा न हुआ हो ',present
'अगहन में तैयार होने वाला या अगहन का ',future
'पकड़ा हुआ ',neutral
'(लिखावट या लेख) जो पास-पास लिखा हुआ हो या जो स्पष्ट न हो और सटा-सटाकर कर लिखा गया हो ',present
'किसी वस्तु आदि में सना हुआ ',future
'जो असत्यता से भरा हुआ हो ',present
'जिसका दाहसंस्कार शास्त्रानुसार न किया जा सके ',present
'जिसका समावर्त्तन संस्कार नहीं हुआ हो (विद्यार्थी) ',present
'तपाया या जलाया हुआ ',neutral
'आगे बढ़ा हुआ ',neutral
'जो मनोरंजन से भरा हुआ हो ',present
'पीछे न लौटने वाला ',neutral
'जल से भरा हुआ या परिपूर्ण ',neutral
'जो ठीक या साफ़ न किया गया हो ',present
'अनुवाद किया हुआ ',neutral
'जिसका श्राद्ध-कर्म रीति अनुसार या ठीक से न किया गया हो ',present
'अनाज से बना हुआ ',neutral
'जो भय से भरा हुआ हो ',present
'ध्यान न दिया जाने वाला ',future
'पढ़ाया लिखाया हुआ ',neutral
'पूजा न करने वाला ',neutral
'अंजन लगाया हुआ ',neutral
'पढ़ने-लिखने में लगा हुआ ',future
'जो वेधा या छेदा हुआ न हो ',present
'आकाश में चलने या विचरण करने वाला ',future
'दबा या धँसा हुआ ',neutral
'जो शब्दों में व्यक्त न हुआ हो ',present
'विद्या से संबंध न रखने वाला ',neutral
'आरोप लगाने वाला ',neutral
'अभिव्यंजना करने वाला या प्रकट करने वाला ',neutral
'जिसने अवतार धारण किया हो ',present
'धूप में पकाया हुआ ',future
'पीछे पड़ा हुआ ',neutral
'मद या बही में डाला हुआ ',future
'सब या कुछ राष्ट्रों से संबंध रखने वाला ',neutral
'चढ़ा हुआ ',neutral
'अघासुर को मारने वाला ',neutral
'टकटकी लगाकर देखने वाला ',neutral
'फेंका हुआ ',neutral
'बिना हिलाया हुआ ',neutral
'सुगंधित किया हुआ ',neutral
'अवसरवाद के सिद्धांत को मानने वाला ',neutral
'गुप्त रूप रखने वाला ',neutral
'पराकाष्ठा या हद तक पहुँचा हुआ ',neutral
'बिना माँगा हुआ ',neutral
'अनार के समान रंग वाला ',neutral
'धन की कामना करने वाला ',neutral
'प्रसंगवश जिसका उल्लेख, चर्चा अथवा उद्धरण किया गया हो या जिसकी ओर निर्देष अथवा संकेत किया गया हो ',present
'तलछट की तरह या तलछट मिला हुआ या तलछट से बना ',neutral
'संबंध न रखने वाला ',neutral
'शुरू या आरंभ करने वाला ',neutral
'मर्यादा या बंधन को न मानने वाला ',neutral
'इधर-उधर फैला हुआ या छितराया हुआ ',neutral
'जो कभी न जन्म लेता हो ',present
'वेतन या मज़दूरी पर किसी काम में लगा हुआ ',future
'धरोहर रखा हुआ ',neutral
'स्पर्श करने वाला या छूने वाला ',neutral
'पास या साथ रहने वाला ',neutral
'तीसरे प्रहर में होने वाला ',future
'घूमता या चक्कर काटता हुआ ',neutral
'जो व्याप्त या फैला हुआ न हो ',present
'झुका हुआ ',neutral
'जो जपा न जाए या जिसका जप न किया जाए ',present
'छिपा हुआ ',neutral
'प्रयत्न न करने वाला ',neutral
'जो गूँथा हुआ हो ',present
'जिसका संबंध अद्वैतवाद से हो ',present
'सामने या साक्षात रूप से कहा हुआ ',neutral
'अपमान से युक्त या अपमान करने वाला ',neutral
'अभिनय किया हुआ ',neutral
'जो बकवास से भरा हुआ हो ',present
'मानव द्वारा निर्मित या बनाया हुआ ',neutral
'ध्यान में आया हुआ ',future
'जो आया हुआ हो ',present
'व्यर्थ की देर करने वाला ',neutral
'बिना आज्ञा पाया हुआ ',neutral
'विकार से बना हुआ (शब्द) ',neutral
'आगे की ओर झुका हुआ ',neutral
'खाया हुआ ',neutral
'आज्ञा या हुक्म न मानने वाला ',neutral
'जिसे प्राप्त न हुआ हो ',present
'प्रकाश से भरा हुआ या प्रकाश से पूर्ण ',neutral
'अधिकार में आया हुआ ',future
'जिसका निर्माण अस्थि से हुआ हो या हड्डी का ',present
'जिसे हुए या बने बहुत दिन हो गये हों ',present
'जो सबके सामने हो या सामने आया हुआ ',present
'जो ज्ञान से भरा हुआ हो ',present
'कद्दूकस किया हुआ ',neutral
'जिसे बने, निकले या प्रस्तुत हुए थोड़े ही दिन हुए हों ',neutral
'जो पहले न रहा हो, और अभी हाल में अस्तित्व में आया अथवा प्रकट हुआ हो ',present
'तीन बार जोता हुआ ',neutral
'जो मुसीबत में पड़ा हो ',present
'वचन से बँधा हुआ या जिसने वचन दिया हो ',present
'जो उत्तेजना से भरा हुआ हो ',present
'भुगतान किया हुआ ',neutral
'एक दूसरे में उलझा हुआ ',future
'परिवार में कलह कराने वाला ',future
'जो करने वाला हो या कर्म करनेवाला ',present
'धूल लगा हुआ या धूल से सना हुआ ',neutral
'खुदा हुआ ',neutral
'दोलक की तरह झूलता या हिलता हुआ ',neutral
'चेतना से भरा हुआ या जिसमें चेतना हो ',present
'धोती पहना हुआ ',neutral
'लंबा और बिखरा हुआ (बाल) ',neutral
'जो जुड़ा, सटा या लगा हुआ हो ',present
'जिसका पहले किसी ने उपभोग कर लिया हो ',present
'जिसका उद्दीपन हुआ हो (भाव या रस) ',present
'एक दिन में समाप्त होने वाला ',future
'देवता का किया हुआ ',neutral
'दिखाया या इंगित किया हुआ ',neutral
'जो परीक्षा में सफल हुआ हो ',present
'जो दला हुआ हो ',present
'भूमध्य रेखा से दक्षिण की ओर होने वाला ',neutral
'हाथी के दाँत का बना ',neutral
'जो कलगी धारण करता हो या कलगीधर धारण करने वाला ',present
'संग्रह किया हुआ ',neutral
'दो बार हल से जोता हुआ ',neutral
'टिकने या कुछ दिनों तक काम देने वाला ',neutral
'जिसका उच्चारण कंठ से हो ',present
'पुण्य करने वाला या जो पुण्य करता हो ',present
'जिसका संबंध दाँत से हो ',present
'भूरे या सामान्य से हल्के रंग का (आँखों वाला या आँख) ',neutral
'जो अज्ञान से भरा हो ',present
'चित्त में सद्वृत्ति या अच्छी नीयत रखने वाला, चोरी या छल-कपट न करने वाला ',neutral
'उगाह कर प्राप्त किया हुआ ',neutral
'जिसका हाल ही में विवाह हुआ हो ',present
'जिसे गर्व हो या गर्व करने वाला या गर्व से युक्त ',present
'रखा या जमा किया हुआ ',neutral
'अपना उत्तरदायित्व न समझने वाला ',neutral
'काटकर रखा या तैयार किया हुआ ',neutral
'ठहराया या तय किया हुआ ',neutral
'कीचड़ या पंक में उत्पन्न होने वाला ',future
'दिल्ला लगा हुआ ',neutral
'रखा हुआ ',neutral
'जल या द्रव में पूरी तरह से समाया हुआ ',future
'गृहस्थाश्रम में रहने वाला ',future
'जिससे संबंध हो या हुआ हो ',present
'कहीं-कहीं पर होने वाला ',future
'जो तेज से भरा हुआ या मंडित हो ',present
'शास्त्रविहित कर्मों में निष्ठा रखने वाला ',future
'जीता हुआ या जिसमें प्राण हो ',present
'टूट-फूटकर गिरा-पड़ा हुआ ',neutral
'आँख बचाकर चीज उठाकर ले भागने वाला ',neutral
'मुसलमानों के अनुसार इस्लाम न मानने वाला ',neutral
'चलता हुआ ',neutral
'ऊँचे स्वर से उच्चारण किया हुआ ',neutral
'उभरता या उठता हुआ ',neutral
'जाकर न लौटने वाला ',neutral
'देश के बाहर भेजा हुआ (वस्तु) ',future
'पछताने वाला या जिसे पछतावा हो ',present
'जो निर्माण के अधीन हो या जिसका निर्माण अभी पूरा नहीं हुआ हो अपितु चल रहा हो ',present
'जल द्वारा बहाकर लाया हुआ (माटी) ',neutral
'जिसे लालच हो या लालच से भरा हुआ ',present
'देश से निर्वासित या निकाला हुआ ',neutral
'निहंग पंथ को मानने वाला ',neutral
'जो नैतिकता से भरा हुआ हो ',present
'धीमी गति से चलने के कारण बहुत समय लेने वाला ',future
'नक्काशी किया हुआ ',neutral
'जो जुड़ा, सटा या लगा हुआ न हो ',present
'जिसका खाता हो ',present
'चतुर्मास का या चतुर्मास में होने वाला ',future
'उठाया हुआ या चढ़ाया हुआ ',neutral
'जो जोता और बोया हुआ हो (खेत) ',present
'तल या नीचे के भाग से संबंध रखने वाला ',future
'+कुछ मोटाई लिया हुआ ',neutral
'कमानी या स्प्रिंग लगा हुआ ',neutral
'किण्वन किया हुआ ',neutral
'जिसे साँचे में डालकर बनाया गया हो ',present
'तुरंत निकाला हुआ ',neutral
'जो कम पका हुआ हो ',present
'चुनाव प्रक्रिया के द्वारा चुना हुआ ',future
'जो आनंद से भरा हुआ हो ',present
'शक्कर मिला हुआ या शक्कर का बना हुआ ',neutral
'ऊपर की ओर मुँह किया हुआ ',neutral
'जो दबाया हुआ हो ',present
'निगला हुआ ',neutral
'जिसमें पक्षपात हुआ हो ',present
'जो जन्म से ही सिद्ध हो या जन्म मात्र से प्राप्त ',present
'देवता के निमित्त दिया हुआ ',future
'अविवाहित रहने वाला या स्त्री आदि से संबंध न रखने वाला (साधु) ',neutral
'झमझम शब्द करता हुआ ',neutral
'जो जल मिलाकर पतला न किया गया हो (गन्ने का रस) ',present
'जो अग्नि से उत्पन्न हुआ हो ',present
'जन्म से अंधा ',neutral
'जवाब में किया हुआ या जवाब संबंधी ',future
'जो पैरों से रौंदा हुआ हो ',present
'जो अच्छी तरह से जकड़ा, बँधा या लगा न हो ',present
'जिसे फिर से नया जीवन प्राप्त हुआ हो ',present
'जिसने कोई ऐसा अपराध किया हो जो विधि या विधान के विरुद्ध हो ',present
'ऋण पक्ष से संबंध रखने वाला ',neutral
'धूल से भरा हुआ ',neutral
'जो चकाचौंध से भरा हो ',present
'जो चतुर्दशी को उत्पन्न हुआ हो ',present
'किशमिश के योग से या किशमिश से बना हुआ ',neutral
'देवता द्वारा दिया हुआ ',neutral
'बोझा उठाने में सहायता करने वाला ',neutral
'प्रशंसा किया हुआ ',neutral
'ठीक क्रम या बारी से आया हुआ ',neutral
'बड़ों का उचित आदर या लिहाज न करने वाला ',neutral
'चुनौतियों से पूर्ण या भरा हुआ ',neutral
'जो जाति से निकाला हुआ हो ',present
'तेजाब की सहायता से बनाया या ठीक किया हुआ ',neutral
'गर्भ धारण न होने देने वाला ',neutral
'ईश्वर और जीव में भेद मानने वाला ',future
'निवेदन किया हुआ ',neutral
'पश्चिम के देशों से संबंध रखने वाला ',neutral
'जिसमें कीड़ा लगा हो या पड़ा हो ',present
'गुणा किया हुआ ',neutral
'खान में से खोदकर निकाला हुआ ',future
'जीवाणुओं को रोकने वाला या उनका असर न होने देने वाला ',neutral
'उखाड़ा हुआ ',neutral
'ऊपर से बहता हुआ ',neutral
'निकला या बाहर आया हुआ ',neutral
'जो उठ खड़ा हुआ हो (कलह आदि) ',present
'तराशा हुआ ',neutral
'तौला हुआ ',neutral
'जिसे सोने के समय भी नींद न आती हो ',present
'हर्ष, प्रेम आदि के वेग से रुँधा हुआ, अस्पष्ट और असम्बद्ध ( स्वर) ',past
'नमक मिला हुआ या नमक के स्वादवाला ',neutral
'जो बटा हुआ हो ',present
'जो शोक से भरा हो ',present
'दबाने से जल्दी टूट जाने वाला (खाद्य पदार्थ) ',future
'ज़मीन के अंदर गाड़ा हुआ ',neutral
'वैद्यक के अनुसार भूख बढ़ाने वाला ',neutral
'कुल या वंश को तारने वाला या पवित्र करने वाला ',neutral
'जो दुख से भरा हो ',present
'न्यायालय में उपस्थित किया हुआ ',future
'पृथक किया हुआ ',neutral
'मिथ्या आरोप या तोहमत लगाने वाला ',neutral
'बहुत जल्दी शारीरिक या रासायनिक प्रभाव उत्पन्न करने वाला ',neutral
'गोबर मिला हुआ ',neutral
'ऊँघता हुआ ',neutral
'जिसका हृदय कठोर हो ',present
'निकाला या बाहर किया हुआ ',neutral
'जो आग पर पकाया हुआ हो ',present
'उच्चारण किया जाने वाला ',future
'बजाया हुआ (वाद्य) ',neutral
'जो कौमार्य से युक्त हो या जिसका कौमार्य भंग न हुआ हो ',present
'दहेज में मिला हुआ ',future
'धोया हुआ ',neutral
'जिसका विवाह हाल में ही हुआ हो (महिला) ',present
'जन्तुओं से मिलने वाला या प्राप्त ',neutral
'किसी और से विकसित या बना ',neutral
'मनमाने ढंग से अत्यन्त उदारतापूर्वक दान करने वाला ',neutral
'जिसे क्षोभ हुआ हो ',present
'हवा में कोई चीज उड़ाने वाला ',future
'गोबर लगा हुआ ',neutral
'जोता हुआ ',neutral
'पेट के मल का अवरोध करने वाला या कब्जियत करने वाला ',neutral
'किसी बात का मर्म या गूढ़ रहस्य जानने वाला ',neutral
'ग्रीष्म काल का या ग्रीष्म काल से संबंध रखनेवाला ',neutral
'जिसे दंड मिला हो या सज़ा पाया हुआ ',present
'दूर से आया हुआ ',neutral
'पाँच रंगों से मिलकर बना हुआ ',neutral
'जो परम्परा से चला आया हुआ हो ',present
'जो अभी बना, निकला, प्रस्तुत या विदित हुआ हो ',present
'तनाव से भरा हुआ ',neutral
'बाप दादा के समय से चला आया हुआ या बाप दादा से मिला हुआ ',future
'जो विष से भरा हो ',present
'जो घास का बना हुआ हो ',present
'जो रोचकता से भरा हुआ हो ',present
'जो तर्क से भरा हुआ हो ',present
'जो विवाहेतर संबंध से उत्पन्न हुआ हो ',present
'तानकर लम्बा किया हुआ ',neutral
'धन पक्ष से संबंध रखने वाला ',neutral
'घुमा हुआ और बल खाया हुआ ',neutral
'जो शत्रुता से भरा हुआ हो ',present
'जो गर्भ से जरायु में लिपटा हुआ उत्पन्न हो ',present
'जिसे दिन में दिखाई न देता हो ',present
'जो प्रयत्न या कोशिश में लगा हुआ हो या प्रयास करने वाला ',present
'कलम द्वारा उत्पन्न किया हुआ ',neutral
'औद्योगिक बनाया हुआ या उद्योग के रूप में किया हुआ ',future
'चौथे दिन से संबंधित या हर चौथे दिन आने, घटने या होनेवाला ',future
'त्यागा या छोड़ा हुआ ',neutral
'जिसका भाव कम हो गया हो या कम दाम में मिलने वाला ',present
'जलाकर बनाया हुआ या जलाने से बनने वाला ',neutral
'जो मांस से भरा हुआ हो ',present
'तारों से भरा हुआ या जिसमें तारे हों ',neutral
'लहर की तरह हिलता हुआ ',neutral
'स्पष्ट न दिखाई देने वाला ',neutral
'जो किसी के लिए परोसे गए भोजन में से खाने के बाद बचा हुआ हो ',future
'जिसमें दूध मिला हो या जो दूध का बना हो ',present
'दीवारों से घिरा हुआ ',neutral
'किसी विशेष काम के लिए बना हुआ ',future
'बड़े पेटवाला या जिसे तोंद हो या जिसका पेट आगे को निकला हो ',present
'पीठ के बल पड़ा हुआ ',future
'जो कई जगहों से मुड़ा हुआ हो ',present
'जिसमें कला न हो या जिसमें कला का प्रदर्शन न हुआ हो ',present
'जिसका संबंध इंद्रियों से हो ',present
'दिन में केवल एक बार भोजन करने वाला ',future
'क्षमा किया हुआ ',neutral
'दमन करने वाला या जो दमन करता हो ',present
'हृदय या अंतरात्मा में होनेवाला या हृदय या अंतरात्मा से निकला हुआ ',future
'जिसमें काव्य का पुट हो या जो काव्य से भरा हुआ हो ',present
'जो दूसरे देश का रहनेवाला हो या दूसरे देश में पैदा हुआ हो ',present
'कूटा हुआ ',neutral
'ईंट, चूने, सीमेंट आदि से बना हुआ ',neutral
'कटी-पिटी अवस्था में इधर-इधर फैला हुआ ',future
'पूरी तरह से भीगा हुआ ',neutral
'कठिनता से सहा जाने वाला ',future
'मिलाया हुआ या एक में किया हुआ ',future
'किसी शब्द, वाक्य आदि में झलकता हुआ (कोई गूढ़ आशय) ',future
'जो तपस्या से उत्पन्न हुआ हो ',present
'जमा कर बनाया हुआ ',neutral
'नियमों से बँधा हुआ ',neutral
'जो न्याय से भरा हुआ हो या जिसमें न्याय हो ',present
'कब्र के अन्दर रखा हुआ या गाड़ा हुआ ',future
'नया आया हुआ ',neutral
'काबुल में पैदा होने वाला ',future
'पास-पास बसा हुआ ',neutral
'कीचड़ से भरा हुआ ',neutral
'जिसपर चित्र अंकित हो या बना हो ',present
'जो उत्साह से भरा हो ',present
'मित्रता से भरा हुआ या मित्र जैसा ',neutral
'चोरी किया हुआ ',neutral
'नृत्य करता हुआ ',neutral
'जिसने देश के प्रति द्रोह किया हो ',present
'जगमग करता हुआ या खूब चमकता हुआ ',neutral
'धूप आदि जलाकर सुगंधित किया हुआ ',neutral
'अनुबंध-पत्र पर हस्ताक्षर करने वाला ',future
'हरण किया हुआ या बलपूर्वक लिया हुआ ',neutral
'चमकदार और दूध जैसे प्रकाश वाला ',neutral
'जो कुचला हुआ हो ',present
'इधर-उधर फैलता हुआ ',neutral
'जो धरातल से सीधा ऊपर की ओर उठा हुआ ',neutral
'सुरक्षा के लिए किसी के पास अमानत रूप में रखा हुआ ',future
'स्टैंप के पास निर्धारित जगह के बाहर या स्टैंप के ऊपर से गया हुआ ',future
'जिसने कई बार मार खाई हो ',present
'छूटा या बचा हुआ ',neutral
'जिसमें कुछ भरा गया हो ',present
'जिसका विभाग न किया जा सके या जो न बाँटा जा सके ',present
'जिसका भेदन किया जा सके या भेदन किया जाय ',present
'अच्छी तरह से साफ़ किया हुआ ',neutral
'प्रगति करनेवाला या जो बराबर उन्नति करता हुआ आगे बढ़ता हो ',present
'जिसने बंदूक धारण किया हुआ या जो बंदूक लिए हुए हो ',present
'सामंतों के समय का या उस समय से संबंधित ',neutral
'हिम से आच्छादित या बर्फ से ढका हुआ ',neutral
'जो विधिपूर्वक किसी संस्था के द्वारा स्वीकृत किया जा चुका हो या जिसका पारण हो चुका हो ',present
'जो अपेक्षाकृत अधिक बल वाला हो या बल में किसी से बीस पड़ता हो ',present
'जो एक ही समय में हुए हों ',present
'जो किसी क्रिया में लगा हुआ हो ',present
'विविधता से पूर्ण या भरा हुआ ',neutral
'फैलाया या प्रसार किया हुआ ',neutral
'संकेत किया हुआ ',neutral
'जिसे संकोच हो या हिचकता हुआ ',present
'*भोजन के लिए तैयार या व्यवस्थित किया हुआ विशेषकर जिस पर व्यंजन सजाए गए हों ',future
'जो रोने को हो या देखकर ऐसा लगे कि जो अब रोने वाला हो ',present
'जो पूरी तरह से पूर्ण या भरा हुआ हो या जिसमें कोई कमी न हो ',present
'जिसमें छह घोड़े जुते हों या छह घोड़ों वाला (वाहन) ',neutral
'जो विचारों से भरा हुआ हो ',present
'जिसका पर अथवा पंख कटा हो ',present
'जिसे पूतिनस्य रोग हुआ हो ',present
'वातानुकूलक के द्वारा ठंडा किया हुआ ',future
'शंख को भी गला डालने वाला ',neutral
'जो भक्ति से भरा हो ',present
'मन को अच्छा लगने वाला ',neutral
'जो इस समय आकर उपस्थित हुआ हो ',present
'प्रक्षेपण करने योग्य या जिसका प्रक्षेपण किया जाय ',present
'संघर्ष से भरा हुआ या युक्त ',neutral
'शरीर में वायु का विकार उत्पन्न करने वाला या बढ़ाने वाला ',future
'बिंदु लगा हुआ ',neutral
'जो बीते हुए समय से संबंधित हो ',present
'पाला पोसा या देखभाल किया हुआ ',neutral
'जिसका धनी परिवार में जन्म हुआ हो ',present
'जिसे प्रमेह हुआ हो ',present
'जितना अधिक से अधिक समाया जा सकता हो उतना समाया हुआ ',present
'जो निकट आया हुआ हो ',present
'शरण में आए हुए की रक्षा करने वाला ',future
'हाथ से दबाया हुआ ',neutral
'जो यान पर चढ़ा हुआ हो ',present
'मोती के समान रंग वाला ',neutral
'किसी चीज से सजा या सजाया हुआ ',neutral
'संसर्ग या छूत से फैलने वाला या जिसका संक्रमण होता हो (रोग) ',present
'फलों से बना हुआ या जिसकी गिनती फलाहार में होती है ',past
'व्यर्थ खर्च किया हुआ ',neutral
'जो किसी समय बसा हो पर अब किसी कारण से निर्जन हो गया हो ',present
'समय के विचार से जो आरंभ में हुआ हो ',present
'टुकड़े-टुकड़े किया हुआ ',neutral
'नियत, प्रचलित या साधारण से अधिक या जो आवश्यकतावश बाद में जोड़ा या बढ़ाया गया हो ',present
'जिसका विभाग किया जा सके या जिसे बाँटा जा सके ',present
'आविष्कार किया हुआ ',neutral
'भेजा हुआ ',neutral
'जिसपर शुल्क लगा हो या जिसपर शुल्क लगे ',present
'संपादन किया हुआ ',neutral
'मछली की सी सुंदर आँखों वाला ',neutral
'जो भोग चुका हो या भुगतने वाला ',present
'बह्म में लीन या समाया हुआ ',future
'किसी के अंदर छिपा,समाया, मिला या गया हुआ ',present
'जिसके साथ विवाह हुआ हो ',present
'संयम के द्वारा रोका हुआ ',neutral
'जो किसी काम में लगा हुआ हो ',present
'सूखा या कुम्हलाया हुआ ',neutral
'जिसमें मुहावरों का प्रयोग हुआ हो ',present
'जिसे उत्पन्न हुए केवल एक महीने हुआ हो ',present
'जिसमें बहुत विस्तार हो या विस्तार वाला ',present
'न मिला हुआ ',neutral
'विरोध किया हुआ ',neutral
'लेप किया हुआ ',neutral
'जिसमें अधिक समय लगता हो ',present
'जो किसी के साथ मिला हुआ हो ',present
'जिसमें कलफ़ या माँड़ लगा हो या माँड़ से युक्त ',present
